merchant_id,merchant_name,category,risk_tier,region
3504,merchant_3504,restaurant,low,APAC
3505,merchant_3505,online,low,US-West
3506,merchant_3506,utilities,low,EU-West
3507,merchant_3507,online,medium,US-West
3508,merchant_3508,travel,medium,US-East
3509,merchant_3509,travel,low,US-West
3510,merchant_3510,online,medium,US-West
3511,merchant_3511,restaurant,medium,EU-East
3512,merchant_3512,online,high,EU-East
3513,merchant_3513,gaming,medium,APAC
3514,merchant_3514,travel,low,US-Central
3515,merchant_3515,online,low,APAC
3516,merchant_3516,travel,low,EU-West
3517,merchant_3517,online,medium,US-West
3518,merchant_3518,online,low,US-Central
3519,merchant_3519,retail,medium,APAC
3520,merchant_3520,crypto,medium,EU-East
3521,merchant_3521,grocery,medium,APAC
3522,merchant_3522,utilities,low,US-East
3523,merchant_3523,restaurant,low,APAC
3524,merchant_3524,retail,low,US-West
3525,merchant_3525,travel,low,APAC
3526,merchant_3526,gaming,high,US-East
3527,merchant_3527,utilities,low,US-East
3528,merchant_3528,grocery,medium,US-East
3529,merchant_3529,crypto,high,EU-West
3530,merchant_3530,restaurant,low,US-West
3531,merchant_3531,travel,low,EU-West
3532,merchant_3532,retail,low,APAC
3533,merchant_3533,grocery,low,APAC
3534,merchant_3534,restaurant,low,EU-East
3535,merchant_3535,gaming,high,US-East
3536,merchant_3536,grocery,low,EU-East
3537,merchant_3537,gaming,high,EU-West
3538,merchant_3538,gaming,high,US-West
3539,merchant_3539,restaurant,low,US-East
3540,merchant_3540,online,low,US-East
3541,merchant_3541,crypto,medium,EU-East
3542,merchant_3542,retail,low,US-West
3543,merchant_3543,grocery,low,EU-East
3544,merchant_3544,online,low,US-West
3545,merchant_3545,online,high,US-West
3546,merchant_3546,crypto,high,US-West
3547,merchant_3547,crypto,high,US-East
3548,merchant_3548,online,medium,EU-East
3549,merchant_3549,online,medium,EU-East
3550,merchant_3550,grocery,low,APAC
3551,merchant_3551,online,low,US-East
3552,merchant_3552,retail,medium,US-West
3553,merchant_3553,travel,medium,US-East
3554,merchant_3554,grocery,low,EU-East
3555,merchant_3555,utilities,medium,US-West
3556,merchant_3556,travel,low,US-Central
3557,merchant_3557,retail,low,EU-East
3558,merchant_3558,retail,low,EU-East
3559,merchant_3559,online,medium,EU-West
3560,merchant_3560,grocery,medium,US-Central
3561,merchant_3561,online,medium,EU-West
3562,merchant_3562,gaming,high,EU-East
3563,merchant_3563,travel,low,APAC
3564,merchant_3564,online,low,EU-East
3565,merchant_3565,grocery,low,US-Central
3566,merchant_3566,online,low,US-West
3567,merchant_3567,restaurant,low,US-East
3568,merchant_3568,gaming,medium,APAC
3569,merchant_3569,gaming,high,EU-East
3570,merchant_3570,travel,low,US-West
3571,merchant_3571,retail,low,EU-West
3572,merchant_3572,gaming,high,EU-West
3573,merchant_3573,gaming,medium,APAC
3574,merchant_3574,utilities,low,EU-East
3575,merchant_3575,crypto,medium,US-East
3576,merchant_3576,utilities,low,EU-East
3577,merchant_3577,retail,low,EU-East
3578,merchant_3578,utilities,medium,US-East
3579,merchant_3579,online,high,US-East
3580,merchant_3580,utilities,medium,EU-East
3581,merchant_3581,gaming,high,US-East
3582,merchant_3582,retail,medium,US-East
3583,merchant_3583,crypto,high,EU-West
3584,merchant_3584,travel,low,US-Central
3585,merchant_3585,gaming,low,EU-West
3586,merchant_3586,restaurant,low,EU-West
3587,merchant_3587,travel,low,APAC
3588,merchant_3588,travel,low,US-West
3589,merchant_3589,travel,low,US-Central
3590,merchant_3590,travel,high,US-Central
3591,merchant_3591,crypto,high,APAC
3592,merchant_3592,travel,low,US-West
3593,merchant_3593,crypto,high,EU-East
3594,merchant_3594,restaurant,medium,US-Central
3595,merchant_3595,grocery,medium,EU-West
3596,merchant_3596,restaurant,low,APAC
3597,merchant_3597,travel,low,US-East
3598,merchant_3598,retail,medium,EU-West
3599,merchant_3599,restaurant,medium,APAC
3600,merchant_3600,retail,low,US-East
3601,merchant_3601,restaurant,low,APAC
3602,merchant_3602,online,low,APAC
3603,merchant_3603,retail,low,EU-West
3604,merchant_3604,gaming,high,US-West
3605,merchant_3605,crypto,high,US-Central
3606,merchant_3606,retail,medium,EU-West
3607,merchant_3607,utilities,medium,EU-East
3608,merchant_3608,online,low,US-Central
3609,merchant_3609,travel,low,US-East
3610,merchant_3610,gaming,low,EU-East
3611,merchant_3611,grocery,low,US-Central
3612,merchant_3612,crypto,high,EU-West
3613,merchant_3613,restaurant,low,EU-West
3614,merchant_3614,crypto,high,US-West
3615,merchant_3615,gaming,low,APAC
3616,merchant_3616,online,low,EU-West
3617,merchant_3617,online,medium,APAC
3618,merchant_3618,online,low,EU-West
3619,merchant_3619,retail,medium,EU-West
3620,merchant_3620,utilities,low,US-West
3621,merchant_3621,online,medium,EU-West
3622,merchant_3622,travel,medium,US-East
3623,merchant_3623,grocery,medium,US-East
3624,merchant_3624,travel,low,EU-East
3625,merchant_3625,travel,medium,APAC
3626,merchant_3626,grocery,medium,EU-East
3627,merchant_3627,gaming,high,EU-West
3628,merchant_3628,restaurant,low,US-East
3629,merchant_3629,restaurant,low,EU-East
3630,merchant_3630,gaming,medium,EU-West
3631,merchant_3631,crypto,high,EU-East
3632,merchant_3632,grocery,low,US-Central
3633,merchant_3633,grocery,low,APAC
3634,merchant_3634,restaurant,high,US-West
3635,merchant_3635,crypto,high,EU-East
3636,merchant_3636,utilities,low,EU-East
3637,merchant_3637,gaming,high,US-West
3638,merchant_3638,crypto,high,US-East
3639,merchant_3639,online,medium,US-Central
3640,merchant_3640,online,medium,EU-East
3641,merchant_3641,retail,low,US-West
3642,merchant_3642,grocery,low,US-East
3643,merchant_3643,gaming,medium,US-East
3644,merchant_3644,utilities,low,US-East
3645,merchant_3645,online,medium,APAC
3646,merchant_3646,online,low,EU-West
3647,merchant_3647,utilities,low,EU-East
3648,merchant_3648,travel,low,EU-East
3649,merchant_3649,restaurant,high,EU-West
3650,merchant_3650,grocery,low,US-West
3651,merchant_3651,restaurant,medium,US-Central
3652,merchant_3652,retail,high,US-Central
3653,merchant_3653,travel,low,US-Central
3654,merchant_3654,restaurant,medium,US-Central
3655,merchant_3655,gaming,high,US-Central
3656,merchant_3656,grocery,medium,EU-West
3657,merchant_3657,gaming,high,US-East
3658,merchant_3658,restaurant,low,EU-West
3659,merchant_3659,travel,medium,US-West
3660,merchant_3660,travel,low,EU-East
3661,merchant_3661,grocery,low,US-Central
3662,merchant_3662,gaming,high,EU-East
3663,merchant_3663,online,medium,EU-West
3664,merchant_3664,online,low,US-Central
3665,merchant_3665,online,low,US-Central
3666,merchant_3666,gaming,low,US-East
3667,merchant_3667,gaming,low,APAC
3668,merchant_3668,online,low,APAC
3669,merchant_3669,crypto,high,US-West
3670,merchant_3670,gaming,high,US-East
3671,merchant_3671,crypto,high,US-Central
3672,merchant_3672,restaurant,low,US-East
3673,merchant_3673,gaming,medium,US-Central
3674,merchant_3674,gaming,low,US-East
3675,merchant_3675,gaming,high,US-East
3676,merchant_3676,retail,low,APAC
3677,merchant_3677,travel,medium,US-East
3678,merchant_3678,crypto,high,US-West
3679,merchant_3679,restaurant,medium,US-Central
3680,merchant_3680,crypto,low,US-Central
3681,merchant_3681,restaurant,low,US-Central
3682,merchant_3682,online,low,EU-East
3683,merchant_3683,grocery,low,US-East
3684,merchant_3684,travel,low,EU-West
3685,merchant_3685,utilities,low,EU-West
3686,merchant_3686,grocery,low,US-East
3687,merchant_3687,gaming,high,EU-West
3688,merchant_3688,travel,low,US-Central
3689,merchant_3689,grocery,low,US-Central
3690,merchant_3690,grocery,low,APAC
3691,merchant_3691,crypto,high,EU-East
3692,merchant_3692,grocery,low,EU-West
3693,merchant_3693,restaurant,low,US-East
3694,merchant_3694,utilities,medium,US-Central
3695,merchant_3695,online,medium,US-West
3696,merchant_3696,retail,low,APAC
3697,merchant_3697,restaurant,low,EU-West
3698,merchant_3698,utilities,low,US-Central
3699,merchant_3699,online,medium,US-East
3700,merchant_3700,utilities,low,APAC
3701,merchant_3701,restaurant,low,US-West
3702,merchant_3702,online,low,EU-East
3703,merchant_3703,online,low,APAC
3704,merchant_3704,gaming,high,EU-East
3705,merchant_3705,restaurant,low,US-East
3706,merchant_3706,travel,low,EU-West
3707,merchant_3707,crypto,high,US-West
3708,merchant_3708,retail,low,US-West
3709,merchant_3709,retail,low,US-West
3710,merchant_3710,restaurant,low,US-Central
3711,merchant_3711,gaming,high,EU-East
3712,merchant_3712,online,low,EU-West
3713,merchant_3713,restaurant,low,EU-West
3714,merchant_3714,travel,low,APAC
3715,merchant_3715,online,low,US-West
3716,merchant_3716,grocery,low,US-Central
3717,merchant_3717,travel,medium,APAC
3718,merchant_3718,gaming,medium,US-East
3719,merchant_3719,travel,medium,EU-East
3720,merchant_3720,grocery,medium,US-West
3721,merchant_3721,gaming,medium,APAC
3722,merchant_3722,online,medium,APAC
3723,merchant_3723,crypto,low,EU-East
3724,merchant_3724,gaming,medium,US-West
3725,merchant_3725,restaurant,low,US-West
3726,merchant_3726,travel,low,US-West
3727,merchant_3727,utilities,low,EU-East
3728,merchant_3728,travel,medium,US-East
3729,merchant_3729,crypto,medium,APAC
3730,merchant_3730,crypto,high,US-Central
3731,merchant_3731,online,low,US-West
3732,merchant_3732,travel,low,EU-East
3733,merchant_3733,retail,low,APAC
3734,merchant_3734,utilities,medium,APAC
3735,merchant_3735,gaming,high,US-East
3736,merchant_3736,travel,low,US-East
3737,merchant_3737,crypto,high,EU-East
3738,merchant_3738,grocery,medium,APAC
3739,merchant_3739,crypto,high,EU-West
3740,merchant_3740,grocery,medium,EU-West
3741,merchant_3741,restaurant,low,US-Central
3742,merchant_3742,restaurant,low,US-West
3743,merchant_3743,online,low,EU-East
3744,merchant_3744,grocery,medium,EU-West
3745,merchant_3745,restaurant,high,EU-West
3746,merchant_3746,crypto,high,APAC
3747,merchant_3747,restaurant,low,EU-West
3748,merchant_3748,restaurant,medium,APAC
3749,merchant_3749,gaming,low,APAC
3750,merchant_3750,crypto,high,EU-East
3751,merchant_3751,gaming,high,APAC
3752,merchant_3752,utilities,medium,APAC
3753,merchant_3753,online,medium,EU-West
3754,merchant_3754,utilities,medium,EU-West
3755,merchant_3755,crypto,high,EU-East
3756,merchant_3756,online,low,US-West
3757,merchant_3757,retail,low,US-East
3758,merchant_3758,online,low,APAC
3759,merchant_3759,retail,medium,US-East
3760,merchant_3760,restaurant,medium,APAC
3761,merchant_3761,restaurant,low,EU-East
3762,merchant_3762,utilities,low,US-East
3763,merchant_3763,travel,low,US-East
3764,merchant_3764,retail,low,EU-East
3765,merchant_3765,utilities,medium,EU-East
3766,merchant_3766,grocery,low,APAC
3767,merchant_3767,crypto,high,EU-West
3768,merchant_3768,travel,low,US-West
3769,merchant_3769,online,low,EU-East
3770,merchant_3770,utilities,low,EU-West
3771,merchant_3771,travel,low,APAC
3772,merchant_3772,travel,low,US-Central
3773,merchant_3773,crypto,low,US-East
3774,merchant_3774,grocery,medium,EU-West
3775,merchant_3775,grocery,low,APAC
3776,merchant_3776,restaurant,low,US-Central
3777,merchant_3777,online,medium,APAC
3778,merchant_3778,restaurant,medium,US-East
3779,merchant_3779,restaurant,medium,US-East
3780,merchant_3780,restaurant,high,US-Central
3781,merchant_3781,gaming,high,EU-East
3782,merchant_3782,grocery,medium,US-East
3783,merchant_3783,travel,medium,US-West
3784,merchant_3784,crypto,medium,EU-East
3785,merchant_3785,grocery,medium,US-West
3786,merchant_3786,grocery,low,EU-West
3787,merchant_3787,restaurant,low,APAC
3788,merchant_3788,utilities,low,EU-West
3789,merchant_3789,gaming,medium,US-Central
3790,merchant_3790,gaming,high,US-West
3791,merchant_3791,crypto,high,EU-West
3792,merchant_3792,crypto,medium,EU-East
3793,merchant_3793,retail,low,APAC
3794,merchant_3794,gaming,high,APAC
3795,merchant_3795,online,low,US-West
3796,merchant_3796,restaurant,low,EU-East
3797,merchant_3797,gaming,high,US-Central
3798,merchant_3798,online,low,EU-West
3799,merchant_3799,travel,low,EU-West
3800,merchant_3800,utilities,high,US-Central
3801,merchant_3801,travel,medium,US-West
3802,merchant_3802,travel,low,EU-West
3803,merchant_3803,retail,high,US-East
3804,merchant_3804,travel,medium,US-East
3805,merchant_3805,online,low,APAC
3806,merchant_3806,travel,low,US-Central
3807,merchant_3807,restaurant,low,US-Central
3808,merchant_3808,utilities,medium,EU-East
3809,merchant_3809,retail,medium,EU-West
3810,merchant_3810,utilities,low,EU-West
3811,merchant_3811,travel,medium,EU-West
3812,merchant_3812,restaurant,low,US-East
3813,merchant_3813,grocery,low,APAC
3814,merchant_3814,retail,low,US-West
3815,merchant_3815,restaurant,low,US-West
3816,merchant_3816,restaurant,low,US-West
3817,merchant_3817,utilities,low,APAC
3818,merchant_3818,crypto,medium,APAC
3819,merchant_3819,utilities,low,US-Central
3820,merchant_3820,restaurant,high,US-East
3821,merchant_3821,retail,low,US-East
3822,merchant_3822,travel,low,US-West
3823,merchant_3823,crypto,high,EU-West
3824,merchant_3824,utilities,low,US-West
3825,merchant_3825,utilities,low,EU-East
3826,merchant_3826,crypto,high,EU-West
3827,merchant_3827,retail,medium,US-Central
3828,merchant_3828,crypto,high,EU-East
3829,merchant_3829,retail,medium,EU-West
3830,merchant_3830,travel,low,US-West
3831,merchant_3831,restaurant,high,EU-East
3832,merchant_3832,retail,medium,US-Central
3833,merchant_3833,gaming,medium,US-Central
3834,merchant_3834,travel,low,EU-East
3835,merchant_3835,grocery,low,US-East
3836,merchant_3836,restaurant,medium,EU-East
3837,merchant_3837,travel,low,EU-West
3838,merchant_3838,retail,medium,US-East
3839,merchant_3839,gaming,medium,APAC
3840,merchant_3840,crypto,medium,US-West
3841,merchant_3841,restaurant,low,APAC
3842,merchant_3842,restaurant,medium,APAC
3843,merchant_3843,restaurant,low,APAC
3844,merchant_3844,restaurant,medium,APAC
3845,merchant_3845,retail,low,US-East
3846,merchant_3846,restaurant,low,APAC
3847,merchant_3847,online,low,US-Central
3848,merchant_3848,grocery,medium,APAC
3849,merchant_3849,retail,low,EU-West
3850,merchant_3850,travel,medium,APAC
3851,merchant_3851,retail,low,EU-East
3852,merchant_3852,restaurant,medium,EU-East
3853,merchant_3853,retail,low,US-West
3854,merchant_3854,utilities,medium,US-Central
3855,merchant_3855,grocery,high,US-West
3856,merchant_3856,grocery,high,EU-West
3857,merchant_3857,travel,high,APAC
3858,merchant_3858,travel,low,EU-East
3859,merchant_3859,restaurant,low,EU-East
3860,merchant_3860,online,medium,US-West
3861,merchant_3861,online,medium,US-East
3862,merchant_3862,utilities,low,US-East
3863,merchant_3863,retail,medium,US-East
3864,merchant_3864,crypto,medium,EU-East
3865,merchant_3865,crypto,high,EU-West
3866,merchant_3866,restaurant,low,EU-West
3867,merchant_3867,restaurant,low,US-East
3868,merchant_3868,restaurant,high,EU-West
3869,merchant_3869,grocery,low,US-East
3870,merchant_3870,crypto,low,APAC
3871,merchant_3871,retail,medium,US-East
3872,merchant_3872,utilities,low,APAC
3873,merchant_3873,gaming,high,US-Central
3874,merchant_3874,crypto,high,EU-West
3875,merchant_3875,utilities,low,US-East
3876,merchant_3876,crypto,medium,EU-West
3877,merchant_3877,online,low,US-West
3878,merchant_3878,grocery,low,APAC
3879,merchant_3879,utilities,low,US-East
3880,merchant_3880,restaurant,low,APAC
3881,merchant_3881,online,low,US-East
3882,merchant_3882,travel,low,US-Central
3883,merchant_3883,utilities,high,US-East
3884,merchant_3884,utilities,low,EU-West
3885,merchant_3885,online,low,US-East
3886,merchant_3886,restaurant,medium,US-East
3887,merchant_3887,gaming,high,US-East
3888,merchant_3888,restaurant,low,US-Central
3889,merchant_3889,retail,medium,EU-East
3890,merchant_3890,restaurant,low,EU-West
3891,merchant_3891,online,medium,US-West
3892,merchant_3892,online,low,US-Central
3893,merchant_3893,restaurant,low,APAC
3894,merchant_3894,restaurant,medium,APAC
3895,merchant_3895,gaming,high,US-West
3896,merchant_3896,travel,low,US-Central
3897,merchant_3897,grocery,low,US-East
3898,merchant_3898,retail,low,EU-East
3899,merchant_3899,gaming,low,US-West
3900,merchant_3900,utilities,medium,EU-East
3901,merchant_3901,online,medium,EU-West
3902,merchant_3902,gaming,high,APAC
3903,merchant_3903,online,low,US-Central
3904,merchant_3904,travel,medium,US-Central
3905,merchant_3905,utilities,low,US-Central
3906,merchant_3906,online,medium,EU-West
3907,merchant_3907,utilities,low,EU-East
3908,merchant_3908,crypto,medium,EU-West
3909,merchant_3909,utilities,medium,US-West
3910,merchant_3910,restaurant,low,US-West
3911,merchant_3911,retail,low,US-West
3912,merchant_3912,crypto,high,US-Central
3913,merchant_3913,online,low,EU-East
3914,merchant_3914,crypto,medium,US-West
3915,merchant_3915,grocery,medium,APAC
3916,merchant_3916,restaurant,low,US-West
3917,merchant_3917,crypto,medium,APAC
3918,merchant_3918,restaurant,low,US-West
3919,merchant_3919,restaurant,high,US-Central
3920,merchant_3920,travel,low,US-Central
3921,merchant_3921,online,low,US-West
3922,merchant_3922,restaurant,low,US-Central
3923,merchant_3923,restaurant,low,US-West
3924,merchant_3924,grocery,low,US-West
3925,merchant_3925,crypto,high,EU-West
3926,merchant_3926,retail,low,US-East
3927,merchant_3927,crypto,medium,EU-East
3928,merchant_3928,grocery,low,US-East
3929,merchant_3929,online,medium,EU-West
3930,merchant_3930,retail,low,US-Central
3931,merchant_3931,retail,low,US-Central
3932,merchant_3932,retail,medium,APAC
3933,merchant_3933,grocery,medium,US-West
3934,merchant_3934,online,medium,EU-West
3935,merchant_3935,online,low,US-Central
3936,merchant_3936,online,medium,APAC
3937,merchant_3937,travel,low,US-East
3938,merchant_3938,utilities,low,US-West
3939,merchant_3939,restaurant,low,US-West
3940,merchant_3940,grocery,low,APAC
3941,merchant_3941,retail,medium,US-West
3942,merchant_3942,grocery,medium,EU-East
3943,merchant_3943,gaming,high,EU-East
3944,merchant_3944,utilities,medium,US-Central
3945,merchant_3945,travel,low,US-East
3946,merchant_3946,retail,low,EU-East
3947,merchant_3947,online,medium,EU-West
3948,merchant_3948,retail,low,APAC
3949,merchant_3949,grocery,high,EU-West
3950,merchant_3950,grocery,low,APAC
3951,merchant_3951,online,low,US-West
3952,merchant_3952,gaming,high,US-Central
3953,merchant_3953,utilities,low,US-West
3954,merchant_3954,gaming,medium,EU-West
3955,merchant_3955,grocery,high,US-Central
3956,merchant_3956,retail,medium,APAC
3957,merchant_3957,online,low,US-East
3958,merchant_3958,restaurant,high,US-West
3959,merchant_3959,crypto,medium,US-East
3960,merchant_3960,travel,medium,US-West
3961,merchant_3961,online,low,US-Central
3962,merchant_3962,retail,medium,US-East
3963,merchant_3963,online,low,US-East
3964,merchant_3964,gaming,high,US-East
3965,merchant_3965,utilities,low,US-West
3966,merchant_3966,utilities,low,US-Central
3967,merchant_3967,crypto,medium,EU-West
3968,merchant_3968,gaming,high,EU-West
3969,merchant_3969,online,low,APAC
3970,merchant_3970,online,low,EU-East
3971,merchant_3971,retail,low,US-West
3972,merchant_3972,online,medium,EU-West
3973,merchant_3973,gaming,high,EU-East
3974,merchant_3974,restaurant,medium,US-West
3975,merchant_3975,retail,low,US-East
3976,merchant_3976,online,low,US-West
3977,merchant_3977,gaming,medium,EU-East
3978,merchant_3978,grocery,low,EU-West
3979,merchant_3979,crypto,medium,US-Central
3980,merchant_3980,utilities,high,EU-East
3981,merchant_3981,travel,medium,US-West
3982,merchant_3982,retail,high,APAC
3983,merchant_3983,travel,low,US-Central
3984,merchant_3984,utilities,low,US-Central
3985,merchant_3985,restaurant,low,EU-West
3986,merchant_3986,online,medium,US-East
3987,merchant_3987,restaurant,low,APAC
3988,merchant_3988,online,medium,EU-West
3989,merchant_3989,restaurant,low,APAC
3990,merchant_3990,online,low,EU-East
3991,merchant_3991,grocery,medium,EU-West
3992,merchant_3992,gaming,medium,US-Central
3993,merchant_3993,crypto,high,US-Central
3994,merchant_3994,grocery,low,US-Central
3995,merchant_3995,travel,medium,EU-West
3996,merchant_3996,restaurant,low,APAC
3997,merchant_3997,online,low,US-Central
3998,merchant_3998,travel,low,US-West
3999,merchant_3999,retail,medium,US-West
4000,merchant_4000,restaurant,low,US-West
4001,merchant_4001,grocery,high,US-East
4002,merchant_4002,crypto,low,APAC
4003,merchant_4003,online,medium,US-West
4004,merchant_4004,travel,low,US-West
4005,merchant_4005,gaming,high,US-Central
4006,merchant_4006,utilities,low,EU-West
4007,merchant_4007,grocery,low,APAC
4008,merchant_4008,crypto,high,EU-West
4009,merchant_4009,retail,low,US-West
4010,merchant_4010,utilities,low,US-Central
4011,merchant_4011,crypto,medium,US-Central
4012,merchant_4012,restaurant,low,US-East
4013,merchant_4013,travel,low,EU-West
4014,merchant_4014,online,medium,APAC
4015,merchant_4015,crypto,medium,US-East
4016,merchant_4016,online,low,EU-East
4017,merchant_4017,retail,low,US-Central
4018,merchant_4018,online,high,EU-West
4019,merchant_4019,online,high,APAC
4020,merchant_4020,travel,low,EU-West
4021,merchant_4021,retail,low,EU-West
4022,merchant_4022,online,medium,EU-West
4023,merchant_4023,grocery,low,US-West
4024,merchant_4024,online,low,APAC
4025,merchant_4025,crypto,low,EU-West
4026,merchant_4026,crypto,high,US-Central
4027,merchant_4027,travel,low,APAC
4028,merchant_4028,crypto,high,EU-East
4029,merchant_4029,gaming,high,US-West
4030,merchant_4030,utilities,medium,US-West
4031,merchant_4031,online,low,APAC
4032,merchant_4032,restaurant,medium,US-East
4033,merchant_4033,crypto,high,US-Central
4034,merchant_4034,online,medium,EU-West
4035,merchant_4035,gaming,medium,APAC
4036,merchant_4036,travel,medium,APAC
4037,merchant_4037,restaurant,low,US-Central
4038,merchant_4038,grocery,medium,US-West
4039,merchant_4039,travel,low,US-Central
4040,merchant_4040,restaurant,low,EU-West
4041,merchant_4041,gaming,high,US-Central
4042,merchant_4042,crypto,medium,US-Central
4043,merchant_4043,utilities,medium,APAC
4044,merchant_4044,grocery,low,US-West
4045,merchant_4045,crypto,medium,APAC
4046,merchant_4046,gaming,high,EU-West
4047,merchant_4047,gaming,high,US-Central
4048,merchant_4048,online,low,APAC
4049,merchant_4049,gaming,high,APAC
4050,merchant_4050,online,low,US-East
4051,merchant_4051,retail,low,APAC
4052,merchant_4052,utilities,medium,EU-East
4053,merchant_4053,retail,low,US-East
4054,merchant_4054,travel,medium,US-Central
4055,merchant_4055,online,low,APAC
4056,merchant_4056,travel,low,EU-West
4057,merchant_4057,gaming,high,US-West
4058,merchant_4058,restaurant,medium,US-West
4059,merchant_4059,crypto,low,APAC
4060,merchant_4060,crypto,high,US-East
4061,merchant_4061,crypto,high,US-Central
4062,merchant_4062,travel,high,EU-West
4063,merchant_4063,online,medium,US-East
4064,merchant_4064,utilities,medium,US-East
4065,merchant_4065,restaurant,low,EU-West
4066,merchant_4066,retail,low,EU-East
4067,merchant_4067,retail,low,EU-East
4068,merchant_4068,utilities,low,EU-East
4069,merchant_4069,gaming,high,US-Central
4070,merchant_4070,online,high,US-Central
4071,merchant_4071,crypto,high,APAC
4072,merchant_4072,utilities,low,US-East
4073,merchant_4073,grocery,low,US-East
4074,merchant_4074,retail,low,US-West
4075,merchant_4075,gaming,medium,APAC
4076,merchant_4076,online,low,US-Central
4077,merchant_4077,gaming,low,US-West
4078,merchant_4078,crypto,high,US-East
4079,merchant_4079,crypto,high,EU-East
4080,merchant_4080,online,medium,EU-West
4081,merchant_4081,utilities,medium,US-West
4082,merchant_4082,restaurant,low,US-Central
4083,merchant_4083,restaurant,low,US-Central
4084,merchant_4084,retail,medium,EU-East
4085,merchant_4085,grocery,low,EU-West
4086,merchant_4086,retail,low,EU-West
4087,merchant_4087,utilities,low,EU-East
4088,merchant_4088,crypto,medium,EU-West
4089,merchant_4089,online,low,EU-West
4090,merchant_4090,retail,low,EU-West
4091,merchant_4091,restaurant,high,EU-West
4092,merchant_4092,gaming,medium,US-West
4093,merchant_4093,crypto,high,US-Central
4094,merchant_4094,utilities,medium,US-West
4095,merchant_4095,utilities,medium,APAC
4096,merchant_4096,gaming,high,EU-East
4097,merchant_4097,online,low,US-East
4098,merchant_4098,travel,low,EU-West
4099,merchant_4099,retail,medium,US-West
4100,merchant_4100,online,high,US-East
4101,merchant_4101,retail,medium,US-West
4102,merchant_4102,retail,low,US-Central
4103,merchant_4103,online,low,EU-East
4104,merchant_4104,grocery,low,EU-East
4105,merchant_4105,online,low,EU-East
4106,merchant_4106,restaurant,high,US-East
4107,merchant_4107,grocery,low,EU-East
4108,merchant_4108,grocery,low,US-East
4109,merchant_4109,restaurant,low,US-West
4110,merchant_4110,gaming,high,APAC
4111,merchant_4111,grocery,low,APAC
4112,merchant_4112,utilities,low,US-East
4113,merchant_4113,gaming,medium,EU-West
4114,merchant_4114,utilities,medium,EU-West
4115,merchant_4115,retail,low,APAC
4116,merchant_4116,travel,low,APAC
4117,merchant_4117,crypto,high,EU-West
4118,merchant_4118,restaurant,low,US-East
4119,merchant_4119,utilities,low,US-Central
4120,merchant_4120,grocery,low,EU-West
4121,merchant_4121,travel,medium,EU-West
4122,merchant_4122,crypto,medium,US-Central
4123,merchant_4123,crypto,high,APAC
4124,merchant_4124,utilities,medium,US-East
4125,merchant_4125,travel,low,US-West
4126,merchant_4126,online,medium,US-East
4127,merchant_4127,retail,low,US-West
4128,merchant_4128,grocery,low,EU-West
4129,merchant_4129,gaming,medium,US-East
4130,merchant_4130,retail,medium,EU-West
4131,merchant_4131,utilities,high,US-East
4132,merchant_4132,grocery,low,EU-West
4133,merchant_4133,crypto,high,US-Central
4134,merchant_4134,restaurant,medium,EU-West
4135,merchant_4135,utilities,low,EU-East
4136,merchant_4136,online,low,EU-West
4137,merchant_4137,grocery,medium,EU-East
4138,merchant_4138,crypto,high,APAC
4139,merchant_4139,utilities,medium,US-West
4140,merchant_4140,gaming,medium,US-West
4141,merchant_4141,retail,medium,EU-East
4142,merchant_4142,travel,low,US-West
4143,merchant_4143,utilities,medium,US-East
4144,merchant_4144,utilities,low,EU-West
4145,merchant_4145,gaming,high,US-Central
4146,merchant_4146,restaurant,low,EU-East
4147,merchant_4147,retail,high,US-Central
4148,merchant_4148,travel,low,US-West
4149,merchant_4149,travel,low,US-West
4150,merchant_4150,grocery,medium,US-West
4151,merchant_4151,gaming,high,US-Central
4152,merchant_4152,restaurant,low,APAC
4153,merchant_4153,crypto,medium,US-East
4154,merchant_4154,restaurant,medium,APAC
4155,merchant_4155,crypto,high,EU-West
4156,merchant_4156,online,medium,EU-East
4157,merchant_4157,online,low,APAC
4158,merchant_4158,online,medium,APAC
4159,merchant_4159,grocery,low,US-East
4160,merchant_4160,retail,low,APAC
4161,merchant_4161,retail,high,US-West
4162,merchant_4162,online,medium,US-Central
4163,merchant_4163,crypto,medium,US-Central
4164,merchant_4164,crypto,high,EU-East
4165,merchant_4165,crypto,high,US-Central
4166,merchant_4166,gaming,medium,EU-West
4167,merchant_4167,crypto,high,EU-West
4168,merchant_4168,retail,low,EU-West
4169,merchant_4169,retail,low,EU-West
4170,merchant_4170,restaurant,low,US-East
4171,merchant_4171,travel,low,US-Central
4172,merchant_4172,crypto,high,EU-East
4173,merchant_4173,utilities,low,US-East
4174,merchant_4174,gaming,high,EU-East
4175,merchant_4175,restaurant,high,EU-West
4176,merchant_4176,travel,medium,EU-West
4177,merchant_4177,travel,high,APAC
4178,merchant_4178,travel,low,EU-East
4179,merchant_4179,travel,medium,US-West
4180,merchant_4180,gaming,medium,APAC
4181,merchant_4181,gaming,medium,US-Central
4182,merchant_4182,grocery,low,EU-West
4183,merchant_4183,gaming,high,EU-East
4184,merchant_4184,utilities,medium,US-Central
4185,merchant_4185,crypto,medium,EU-West
4186,merchant_4186,utilities,low,EU-East
4187,merchant_4187,restaurant,medium,EU-West
4188,merchant_4188,utilities,low,EU-East
